assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho,proteins_path,genes_path,checkm_completeness,checkm_contamination,quality_filter,classification,fastani_reference,fastani_reference_radius,fastani_taxonomy,fastani_ani,fastani_af,closest_placement_reference,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,"other_related_references(genome_id,species_name,radius,ANI,AF)",aa_percent,translation_table,red_value,warnings,gtdb_domain,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,gc,megabases,organism_name,infraspecific_name,new_genus,new_species,new_strain,label,protein_filename,gtt_label
GCA_003213235.1,PRJNA445865,SAMN08886450,QCNJ00000000.1,derived from single cell,na,,2162297,2162297,AG-424-P18,latest,Contig,Major,Full,2018/06/12,ASM321323v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/213/235/GCA_003213235.1_ASM321323v1,./genbank/bacteria/GCA_003213235.1/GCA_003213235.1_ASM321323v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003213235.1_ASM321323v1_genomic.fna,GCA_003213235.1_ASM321323v1,False,..//ncbi/processing/prodigal_proteins/GCA_003213235.1_ASM321323v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003213235.1_ASM321323v1_genomic_prodigal_genes.fna,88.62,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003213235,0.31173,1.47933,Prochlorococcus sp. AG-424-P18,,Prochlorococcus_A,Prochlorococcus_A sp003213235,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-424-P18_Prochlorococcus_A_sp003213235,GCA_003213235.1_ASM321323v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-424-P18_Prochlorococcus_A_sp003213235 # GCA_003213235.1
GCA_003210135.1,PRJNA445865,SAMN08886451,QCNK00000000.1,derived from single cell,na,,2162298,2162298,AG-424-P23,latest,Contig,Major,Full,2018/06/12,ASM321013v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/135/GCA_003210135.1_ASM321013v1,./genbank/bacteria/GCA_003210135.1/GCA_003210135.1_ASM321013v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210135.1_ASM321013v1_genomic.fna,GCA_003210135.1_ASM321013v1,False,..//ncbi/processing/prodigal_proteins/GCA_003210135.1_ASM321013v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003210135.1_ASM321013v1_genomic_prodigal_genes.fna,89.56,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003210135,0.31398000000000004,1.453684,Prochlorococcus sp. AG-424-P23,,Prochlorococcus_A,Prochlorococcus_A sp003210135,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-424-P23_Prochlorococcus_A_sp003210135,GCA_003210135.1_ASM321013v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-424-P23_Prochlorococcus_A_sp003210135 # GCA_003210135.1
GCA_003212755.1,PRJNA445865,SAMN08886492,QCOZ00000000.1,derived from single cell,na,,2162308,2162308,AG-436-A04,latest,Contig,Major,Full,2018/06/12,ASM321275v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/755/GCA_003212755.1_ASM321275v1,./genbank/bacteria/GCA_003212755.1/GCA_003212755.1_ASM321275v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212755.1_ASM321275v1_genomic.fna,GCA_003212755.1_ASM321275v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212755.1_ASM321275v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212755.1_ASM321275v1_genomic_prodigal_genes.fna,85.46,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212755,0.31177,1.440735,Prochlorococcus sp. AG-436-A04,,Prochlorococcus_A,Prochlorococcus_A sp003212755,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-A04_Prochlorococcus_A_sp003212755,GCA_003212755.1_ASM321275v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-A04_Prochlorococcus_A_sp003212755 # GCA_003212755.1
GCA_003209795.1,PRJNA445865,SAMN08886494,QCPB00000000.1,derived from single cell,na,,2162310,2162310,AG-436-C05,latest,Contig,Major,Full,2018/06/12,ASM320979v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/795/GCA_003209795.1_ASM320979v1,./genbank/bacteria/GCA_003209795.1/GCA_003209795.1_ASM320979v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209795.1_ASM320979v1_genomic.fna,GCA_003209795.1_ASM320979v1,False,..//ncbi/processing/prodigal_proteins/GCA_003209795.1_ASM320979v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003209795.1_ASM320979v1_genomic_prodigal_genes.fna,69.85,0.54,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003209795,0.30884,1.136101,Prochlorococcus sp. AG-436-C05,,Prochlorococcus_A,Prochlorococcus_A sp003209795,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-C05_Prochlorococcus_A_sp003209795,GCA_003209795.1_ASM320979v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-C05_Prochlorococcus_A_sp003209795 # GCA_003209795.1
GCA_003212695.1,PRJNA445865,SAMN08886495,QCPC00000000.1,derived from single cell,na,,2162311,2162311,AG-436-C13,latest,Contig,Major,Full,2018/06/12,ASM321269v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/695/GCA_003212695.1_ASM321269v1,./genbank/bacteria/GCA_003212695.1/GCA_003212695.1_ASM321269v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212695.1_ASM321269v1_genomic.fna,GCA_003212695.1_ASM321269v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212695.1_ASM321269v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212695.1_ASM321269v1_genomic_prodigal_genes.fna,82.34,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003212695,0.35114,1.551218,Prochlorococcus sp. AG-436-C13,,Prochlorococcus,Prochlorococcus sp003212695,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-C13_Prochlorococcus_sp003212695,GCA_003212695.1_ASM321269v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-C13_Prochlorococcus_sp003212695 # GCA_003212695.1
GCA_003209755.1,PRJNA445865,SAMN08886496,QCPD00000000.1,derived from single cell,na,,2162312,2162312,AG-436-C14,latest,Contig,Major,Full,2018/06/12,ASM320975v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/755/GCA_003209755.1_ASM320975v1,./genbank/bacteria/GCA_003209755.1/GCA_003209755.1_ASM320975v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209755.1_ASM320975v1_genomic.fna,GCA_003209755.1_ASM320975v1,False,..//ncbi/processing/prodigal_proteins/GCA_003209755.1_ASM320975v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003209755.1_ASM320975v1_genomic_prodigal_genes.fna,92.92,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_B,Prochlorococcus_B sp003209755,0.34635,1.721468,Prochlorococcus sp. AG-436-C14,,Prochlorococcus_B,Prochlorococcus_B sp003209755,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-436-C14_Prochlorococcus_B_sp003209755,GCA_003209755.1_ASM320975v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-436-C14_Prochlorococcus_B_sp003209755 # GCA_003209755.1
GCA_003212655.1,PRJNA445865,SAMN08886498,QCPF00000000.1,derived from single cell,na,,2162314,2162314,AG-436-D21,latest,Contig,Major,Full,2018/06/12,ASM321265v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/655/GCA_003212655.1_ASM321265v1,./genbank/bacteria/GCA_003212655.1/GCA_003212655.1_ASM321265v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212655.1_ASM321265v1_genomic.fna,GCA_003212655.1_ASM321265v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212655.1_ASM321265v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212655.1_ASM321265v1_genomic_prodigal_genes.fna,75.41,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212655,0.3147,1.162959,Prochlorococcus sp. AG-436-D21,,Prochlorococcus_A,Prochlorococcus_A sp003212655,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-D21_Prochlorococcus_A_sp003212655,GCA_003212655.1_ASM321265v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-D21_Prochlorococcus_A_sp003212655 # GCA_003212655.1
GCA_003212615.1,PRJNA445865,SAMN08886499,QCPG00000000.1,derived from single cell,na,,2162315,2162315,AG-436-E22,latest,Contig,Major,Full,2018/06/12,ASM321261v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/615/GCA_003212615.1_ASM321261v1,./genbank/bacteria/GCA_003212615.1/GCA_003212615.1_ASM321261v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212615.1_ASM321261v1_genomic.fna,GCA_003212615.1_ASM321261v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212615.1_ASM321261v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212615.1_ASM321261v1_genomic_prodigal_genes.fna,63.68,0.27,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212615,0.31424,1.023528,Prochlorococcus sp. AG-436-E22,,Prochlorococcus_A,Prochlorococcus_A sp003212615,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-E22_Prochlorococcus_A_sp003212615,GCA_003212615.1_ASM321261v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-E22_Prochlorococcus_A_sp003212615 # GCA_003212615.1
GCA_003212515.1,PRJNA445865,SAMN08886504,QCPL00000000.1,derived from single cell,na,,2162316,2162316,AG-436-M02,latest,Contig,Major,Full,2018/06/12,ASM321251v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/515/GCA_003212515.1_ASM321251v1,./genbank/bacteria/GCA_003212515.1/GCA_003212515.1_ASM321251v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212515.1_ASM321251v1_genomic.fna,GCA_003212515.1_ASM321251v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212515.1_ASM321251v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212515.1_ASM321251v1_genomic_prodigal_genes.fna,77.33,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003212515,0.36204,1.501005,Prochlorococcus sp. AG-436-M02,,Prochlorococcus,Prochlorococcus sp003212515,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-M02_Prochlorococcus_sp003212515,GCA_003212515.1_ASM321251v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-M02_Prochlorococcus_sp003212515 # GCA_003212515.1
GCA_003209775.1,PRJNA445865,SAMN08886506,QCPN00000000.1,derived from single cell,na,,2162318,2162318,AG-436-O09,latest,Contig,Major,Full,2018/06/12,ASM320977v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/775/GCA_003209775.1_ASM320977v1,./genbank/bacteria/GCA_003209775.1/GCA_003209775.1_ASM320977v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209775.1_ASM320977v1_genomic.fna,GCA_003209775.1_ASM320977v1,False,..//ncbi/processing/prodigal_proteins/GCA_003209775.1_ASM320977v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003209775.1_ASM320977v1_genomic_prodigal_genes.fna,66.62,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus,Prochlorococcus sp003279445,0.37411,1.191806,Prochlorococcus sp. AG-436-O09,,Prochlorococcus,Prochlorococcus sp003279445,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-O09_Prochlorococcus_sp003279445,GCA_003209775.1_ASM320977v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-436-O09_Prochlorococcus_sp003279445 # GCA_003209775.1
GCA_003212535.1,PRJNA445865,SAMN08886507,QCPO00000000.1,derived from single cell,na,,2162319,2162319,AG-436-O11,latest,Contig,Major,Full,2018/06/12,ASM321253v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/535/GCA_003212535.1_ASM321253v1,./genbank/bacteria/GCA_003212535.1/GCA_003212535.1_ASM321253v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212535.1_ASM321253v1_genomic.fna,GCA_003212535.1_ASM321253v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212535.1_ASM321253v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212535.1_ASM321253v1_genomic_prodigal_genes.fna,75.5,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212535,0.31194,1.279919,Prochlorococcus sp. AG-436-O11,,Prochlorococcus_A,Prochlorococcus_A sp003212535,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-O11_Prochlorococcus_A_sp003212535,GCA_003212535.1_ASM321253v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-436-O11_Prochlorococcus_A_sp003212535 # GCA_003212535.1
GCA_003212455.1,PRJNA445865,SAMN08886510,QCPR00000000.1,derived from single cell,na,,2162322,2162322,AG-436-P23,latest,Contig,Major,Full,2018/06/12,ASM321245v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/455/GCA_003212455.1_ASM321245v1,./genbank/bacteria/GCA_003212455.1/GCA_003212455.1_ASM321245v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212455.1_ASM321245v1_genomic.fna,GCA_003212455.1_ASM321245v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212455.1_ASM321245v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212455.1_ASM321245v1_genomic_prodigal_genes.fna,70.16,0.14,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_C,Prochlorococcus_C marinus_B,0.50521,1.7155669999999998,Prochlorococcus sp. AG-436-P23,,Prochlorococcus_C,Prochlorococcus_C marinus_B,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_sp._AG-436-P23_Prochlorococcus_C_marinus_B,GCA_003212455.1_ASM321245v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_sp._AG-436-P23_Prochlorococcus_C_marinus_B # GCA_003212455.1
GCA_003209655.1,PRJNA445865,SAMN08886515,QCPW00000000.1,derived from single cell,na,,2162323,2162323,AG-442-M23,latest,Contig,Major,Full,2018/06/12,ASM320965v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/655/GCA_003209655.1_ASM320965v1,./genbank/bacteria/GCA_003209655.1/GCA_003209655.1_ASM320965v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209655.1_ASM320965v1_genomic.fna,GCA_003209655.1_ASM320965v1,False,..//ncbi/processing/prodigal_proteins/GCA_003209655.1_ASM320965v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003209655.1_ASM320965v1_genomic_prodigal_genes.fna,95.61,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003209655,0.30717,1.6349280000000002,Prochlorococcus sp. AG-442-M23,,Prochlorococcus_A,Prochlorococcus_A sp003209655,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-M23_Prochlorococcus_A_sp003209655,GCA_003209655.1_ASM320965v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-M23_Prochlorococcus_A_sp003209655 # GCA_003209655.1
GCA_003209675.1,PRJNA445865,SAMN08886516,QCPX00000000.1,derived from single cell,na,,2162324,2162324,AG-442-N07,latest,Contig,Major,Full,2018/06/12,ASM320967v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/209/675/GCA_003209675.1_ASM320967v1,./genbank/bacteria/GCA_003209675.1/GCA_003209675.1_ASM320967v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003209675.1_ASM320967v1_genomic.fna,GCA_003209675.1_ASM320967v1,False,..//ncbi/processing/prodigal_proteins/GCA_003209675.1_ASM320967v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003209675.1_ASM320967v1_genomic_prodigal_genes.fna,92.12,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003209675,0.31341,1.443471,Prochlorococcus sp. AG-442-N07,,Prochlorococcus_A,Prochlorococcus_A sp003209675,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-N07_Prochlorococcus_A_sp003209675,GCA_003209675.1_ASM320967v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-N07_Prochlorococcus_A_sp003209675 # GCA_003209675.1
GCA_003212375.1,PRJNA445865,SAMN08886517,QCPY00000000.1,derived from single cell,na,,2162325,2162325,AG-442-N17,latest,Contig,Major,Full,2018/06/12,ASM321237v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/375/GCA_003212375.1_ASM321237v1,./genbank/bacteria/GCA_003212375.1/GCA_003212375.1_ASM321237v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212375.1_ASM321237v1_genomic.fna,GCA_003212375.1_ASM321237v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212375.1_ASM321237v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212375.1_ASM321237v1_genomic_prodigal_genes.fna,74.18,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212375,0.30779,1.180721,Prochlorococcus sp. AG-442-N17,,Prochlorococcus_A,Prochlorococcus_A sp003212375,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-N17_Prochlorococcus_A_sp003212375,GCA_003212375.1_ASM321237v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-442-N17_Prochlorococcus_A_sp003212375 # GCA_003212375.1
GCA_003212245.1,PRJNA445865,SAMN08886525,QCQG00000000.1,derived from single cell,na,,2162326,2162326,AG-449-C14,latest,Contig,Major,Full,2018/06/12,ASM321224v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/245/GCA_003212245.1_ASM321224v1,./genbank/bacteria/GCA_003212245.1/GCA_003212245.1_ASM321224v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212245.1_ASM321224v1_genomic.fna,GCA_003212245.1_ASM321224v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212245.1_ASM321224v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212245.1_ASM321224v1_genomic_prodigal_genes.fna,72.82,0.27,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003278845,0.31635,1.18225,Prochlorococcus sp. AG-449-C14,,Prochlorococcus_A,Prochlorococcus_A sp003278845,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-C14_Prochlorococcus_A_sp003278845,GCA_003212245.1_ASM321224v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-C14_Prochlorococcus_A_sp003278845 # GCA_003212245.1
GCA_003212195.1,PRJNA445865,SAMN08886531,QCQM00000000.1,derived from single cell,na,,2162327,2162327,AG-449-O05,latest,Contig,Major,Full,2018/06/12,ASM321219v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/195/GCA_003212195.1_ASM321219v1,./genbank/bacteria/GCA_003212195.1/GCA_003212195.1_ASM321219v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212195.1_ASM321219v1_genomic.fna,GCA_003212195.1_ASM321219v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212195.1_ASM321219v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212195.1_ASM321219v1_genomic_prodigal_genes.fna,61.25,0.0,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212195,0.31528,1.028885,Prochlorococcus sp. AG-449-O05,,Prochlorococcus_A,Prochlorococcus_A sp003212195,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-O05_Prochlorococcus_A_sp003212195,GCA_003212195.1_ASM321219v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-O05_Prochlorococcus_A_sp003212195 # GCA_003212195.1
GCA_003212175.1,PRJNA445865,SAMN08886532,QCQN00000000.1,derived from single cell,na,,2162328,2162328,AG-449-P16,latest,Contig,Major,Full,2018/06/12,ASM321217v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/212/175/GCA_003212175.1_ASM321217v1,./genbank/bacteria/GCA_003212175.1/GCA_003212175.1_ASM321217v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003212175.1_ASM321217v1_genomic.fna,GCA_003212175.1_ASM321217v1,False,..//ncbi/processing/prodigal_proteins/GCA_003212175.1_ASM321217v1_genomic_prodigal_proteins.faa,../data/ncbi/processing/prodigal_genes/GCA_003212175.1_ASM321217v1_genomic_prodigal_genes.fna,63.04,0.27,True,,,,,,,,,,,,,,,,,,,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp003212175,0.31368,1.064203,Prochlorococcus sp. AG-449-P16,,Prochlorococcus_A,Prochlorococcus_A sp003212175,,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-P16_Prochlorococcus_A_sp003212175,GCA_003212175.1_ASM321217v1_genomic_prodigal_proteins.faa,c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-449-P16_Prochlorococcus_A_sp003212175 # GCA_003212175.1
