,assembly_accession,bioproject,biosample,wgs_master,excluded_from_refseq,refseq_category,relation_to_type_material,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,local_filename,local_fna,filename,is_synecho
1050,GCA_003208875.1,PRJNA445865,SAMN08886640,QCUR00000000.1,derived from single cell,na,,2162381,2162381,Prochlorococcus sp. AG-679-M23,,AG-679-M23,latest,Contig,Major,Full,2018/06/12,ASM320887v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/208/875/GCA_003208875.1_ASM320887v1,./genbank/bacteria/GCA_003208875.1/GCA_003208875.1_ASM320887v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003208875.1_ASM320887v1_genomic.fna,GCA_003208875.1_ASM320887v1,False
1051,GCA_003210625.1,PRJNA445865,SAMN08886641,QCUS00000000.1,derived from single cell,na,,2162382,2162382,Prochlorococcus sp. AG-679-N02,,AG-679-N02,latest,Contig,Major,Full,2018/06/12,ASM321062v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/625/GCA_003210625.1_ASM321062v1,./genbank/bacteria/GCA_003210625.1/GCA_003210625.1_ASM321062v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210625.1_ASM321062v1_genomic.fna,GCA_003210625.1_ASM321062v1,False
1052,GCA_003210615.1,PRJNA445865,SAMN08886643,QCUU00000000.1,derived from single cell,na,,2162383,2162383,Prochlorococcus sp. AG-679-N22,,AG-679-N22,latest,Contig,Major,Full,2018/06/12,ASM321061v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/615/GCA_003210615.1_ASM321061v1,./genbank/bacteria/GCA_003210615.1/GCA_003210615.1_ASM321061v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210615.1_ASM321061v1_genomic.fna,GCA_003210615.1_ASM321061v1,False
1053,GCA_003210595.1,PRJNA445865,SAMN08886644,QCUV00000000.1,derived from single cell,na,,2162384,2162384,Prochlorococcus sp. AG-679-O20,,AG-679-O20,latest,Contig,Major,Full,2018/06/12,ASM321059v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/595/GCA_003210595.1_ASM321059v1,./genbank/bacteria/GCA_003210595.1/GCA_003210595.1_ASM321059v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210595.1_ASM321059v1_genomic.fna,GCA_003210595.1_ASM321059v1,False
1054,GCA_003210275.1,PRJNA445865,SAMN08886669,QCVU00000000.1,derived from single cell,na,,2162386,2162386,Prochlorococcus sp. AG-686-M10,,AG-686-M10,latest,Contig,Major,Full,2018/06/12,ASM321027v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/275/GCA_003210275.1_ASM321027v1,./genbank/bacteria/GCA_003210275.1/GCA_003210275.1_ASM321027v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210275.1_ASM321027v1_genomic.fna,GCA_003210275.1_ASM321027v1,False
1055,GCA_003210235.1,PRJNA445865,SAMN08886670,QCVV00000000.1,derived from single cell,na,,2162387,2162387,Prochlorococcus sp. AG-686-O05,,AG-686-O05,latest,Contig,Major,Full,2018/06/12,ASM321023v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/235/GCA_003210235.1_ASM321023v1,./genbank/bacteria/GCA_003210235.1/GCA_003210235.1_ASM321023v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210235.1_ASM321023v1_genomic.fna,GCA_003210235.1_ASM321023v1,False
1056,GCA_003210215.1,PRJNA445865,SAMN08886671,QCVW00000000.1,derived from single cell,na,,2162388,2162388,Prochlorococcus sp. AG-686-P08,,AG-686-P08,latest,Contig,Major,Full,2018/06/12,ASM321021v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/210/215/GCA_003210215.1_ASM321021v1,./genbank/bacteria/GCA_003210215.1/GCA_003210215.1_ASM321021v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003210215.1_ASM321021v1_genomic.fna,GCA_003210215.1_ASM321021v1,False
1057,GCA_003283665.1,PRJNA445865,SAMN08885974,QBWF00000000.1,derived from single cell,na,,2162396,2162396,Prochlorococcus sp. AG-315-I14,,AG-315-I14,latest,Contig,Major,Full,2018/06/28,ASM328366v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/665/GCA_003283665.1_ASM328366v1,./genbank/bacteria/GCA_003283665.1/GCA_003283665.1_ASM328366v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003283665.1_ASM328366v1_genomic.fna,GCA_003283665.1_ASM328366v1,False
1058,GCA_003284445.1,PRJNA445865,SAMN08885946,QBVH00000000.1,derived from single cell,na,,2162419,2162419,Prochlorococcus sp. AG-311-D23,,AG-311-D23,latest,Contig,Major,Full,2018/06/28,ASM328444v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/445/GCA_003284445.1_ASM328444v1,./genbank/bacteria/GCA_003284445.1/GCA_003284445.1_ASM328444v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003284445.1_ASM328444v1_genomic.fna,GCA_003284445.1_ASM328444v1,False
1059,GCA_003284375.1,PRJNA445865,SAMN08885950,QBVL00000000.1,derived from single cell,na,,2162423,2162423,Prochlorococcus sp. AG-311-J23,,AG-311-J23,latest,Contig,Major,Full,2018/06/28,ASM328437v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/375/GCA_003284375.1_ASM328437v1,./genbank/bacteria/GCA_003284375.1/GCA_003284375.1_ASM328437v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003284375.1_ASM328437v1_genomic.fna,GCA_003284375.1_ASM328437v1,False
1060,GCA_003283745.1,PRJNA445865,SAMN08885968,QBWA00000000.1,derived from single cell,na,,2162427,2162427,Prochlorococcus sp. AG-315-B03,,AG-315-B03,latest,Contig,Major,Full,2018/06/28,ASM328374v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/745/GCA_003283745.1_ASM328374v1,./genbank/bacteria/GCA_003283745.1/GCA_003283745.1_ASM328374v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003283745.1_ASM328374v1_genomic.fna,GCA_003283745.1_ASM328374v1,False
1061,GCA_003284185.1,PRJNA445865,SAMN08885969,QBWB00000000.1,derived from single cell,na,,2162428,2162428,Prochlorococcus sp. AG-315-C08,,AG-315-C08,latest,Contig,Major,Full,2018/06/28,ASM328418v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/284/185/GCA_003284185.1_ASM328418v1,./genbank/bacteria/GCA_003284185.1/GCA_003284185.1_ASM328418v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003284185.1_ASM328418v1_genomic.fna,GCA_003284185.1_ASM328418v1,False
1062,GCA_003283685.1,PRJNA445865,SAMN08885971,QBWD00000000.1,derived from single cell,na,,2162430,2162430,Prochlorococcus sp. AG-315-D17,,AG-315-D17,latest,Contig,Major,Full,2018/06/28,ASM328368v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/685/GCA_003283685.1_ASM328368v1,./genbank/bacteria/GCA_003283685.1/GCA_003283685.1_ASM328368v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003283685.1_ASM328368v1_genomic.fna,GCA_003283685.1_ASM328368v1,False
1063,GCA_003283445.1,PRJNA445865,SAMN08886007,QBXG00000000.1,derived from single cell,na,,2162442,2162442,Prochlorococcus sp. AG-321-D23,,AG-321-D23,latest,Contig,Major,Full,2018/06/28,ASM328344v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/445/GCA_003283445.1_ASM328344v1,./genbank/bacteria/GCA_003283445.1/GCA_003283445.1_ASM328344v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003283445.1_ASM328344v1_genomic.fna,GCA_003283445.1_ASM328344v1,False
1064,GCA_003283415.1,PRJNA445865,SAMN08886008,QBXH00000000.1,derived from single cell,na,,2162443,2162443,Prochlorococcus sp. AG-321-E21,,AG-321-E21,latest,Contig,Major,Full,2018/06/28,ASM328341v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/283/415/GCA_003283415.1_ASM328341v1,./genbank/bacteria/GCA_003283415.1/GCA_003283415.1_ASM328341v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003283415.1_ASM328341v1_genomic.fna,GCA_003283415.1_ASM328341v1,False
1065,GCA_003282515.1,PRJNA445865,SAMN08886060,QBZC00000000.1,derived from single cell,na,,2162449,2162449,Prochlorococcus sp. AG-331-M18,,AG-331-M18,latest,Contig,Major,Full,2018/06/28,ASM328251v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/282/515/GCA_003282515.1_ASM328251v1,./genbank/bacteria/GCA_003282515.1/GCA_003282515.1_ASM328251v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003282515.1_ASM328251v1_genomic.fna,GCA_003282515.1_ASM328251v1,False
1066,GCA_003282425.1,PRJNA445865,SAMN08886064,QBZF00000000.1,derived from single cell,na,,2162450,2162450,Prochlorococcus sp. AG-335-A05,,AG-335-A05,latest,Contig,Major,Full,2018/06/28,ASM328242v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/282/425/GCA_003282425.1_ASM328242v1,./genbank/bacteria/GCA_003282425.1/GCA_003282425.1_ASM328242v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003282425.1_ASM328242v1_genomic.fna,GCA_003282425.1_ASM328242v1,False
1067,GCA_003282345.1,PRJNA445865,SAMN08886070,QBZL00000000.1,derived from single cell,na,,2162455,2162455,Prochlorococcus sp. AG-335-E22,,AG-335-E22,latest,Contig,Major,Full,2018/06/28,ASM328234v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/282/345/GCA_003282345.1_ASM328234v1,./genbank/bacteria/GCA_003282345.1/GCA_003282345.1_ASM328234v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003282345.1_ASM328234v1_genomic.fna,GCA_003282345.1_ASM328234v1,False
1068,GCA_003279405.1,PRJNA445865,SAMN08886075,QBZQ00000000.1,derived from single cell,na,,2162458,2162458,Prochlorococcus sp. AG-335-J19,,AG-335-J19,latest,Contig,Major,Full,2018/06/28,ASM327940v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/405/GCA_003279405.1_ASM327940v1,./genbank/bacteria/GCA_003279405.1/GCA_003279405.1_ASM327940v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279405.1_ASM327940v1_genomic.fna,GCA_003279405.1_ASM327940v1,False
1069,GCA_003279945.1,PRJNA445865,SAMN08886269,QCGK00000000.1,derived from single cell,na,,2162465,2162465,Prochlorococcus sp. AG-388-A01,,AG-388-A01,latest,Contig,Major,Full,2018/06/28,ASM327994v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/945/GCA_003279945.1_ASM327994v1,./genbank/bacteria/GCA_003279945.1/GCA_003279945.1_ASM327994v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279945.1_ASM327994v1_genomic.fna,GCA_003279945.1_ASM327994v1,False
1070,GCA_003279935.1,PRJNA445865,SAMN08886270,QCGL00000000.1,derived from single cell,na,,2162466,2162466,Prochlorococcus sp. AG-388-A04,,AG-388-A04,latest,Contig,Major,Full,2018/06/28,ASM327993v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/935/GCA_003279935.1_ASM327993v1,./genbank/bacteria/GCA_003279935.1/GCA_003279935.1_ASM327993v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279935.1_ASM327993v1_genomic.fna,GCA_003279935.1_ASM327993v1,False
1071,GCA_003279925.1,PRJNA445865,SAMN08886271,QCGM00000000.1,derived from single cell,na,,2162467,2162467,Prochlorococcus sp. AG-388-B05,,AG-388-B05,latest,Contig,Major,Full,2018/06/28,ASM327992v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/925/GCA_003279925.1_ASM327992v1,./genbank/bacteria/GCA_003279925.1/GCA_003279925.1_ASM327992v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279925.1_ASM327992v1_genomic.fna,GCA_003279925.1_ASM327992v1,False
1072,GCA_003279875.1,PRJNA445865,SAMN08886272,QCGN00000000.1,derived from single cell,na,,2162468,2162468,Prochlorococcus sp. AG-388-D03,,AG-388-D03,latest,Contig,Major,Full,2018/06/28,ASM327987v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/875/GCA_003279875.1_ASM327987v1,./genbank/bacteria/GCA_003279875.1/GCA_003279875.1_ASM327987v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279875.1_ASM327987v1_genomic.fna,GCA_003279875.1_ASM327987v1,False
1073,GCA_003279785.1,PRJNA445865,SAMN08886276,QCGR00000000.1,derived from single cell,na,,2162469,2162469,Prochlorococcus sp. AG-388-J02,,AG-388-J02,latest,Contig,Major,Full,2018/06/28,ASM327978v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/785/GCA_003279785.1_ASM327978v1,./genbank/bacteria/GCA_003279785.1/GCA_003279785.1_ASM327978v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279785.1_ASM327978v1_genomic.fna,GCA_003279785.1_ASM327978v1,False
1074,GCA_003279615.1,PRJNA445865,SAMN08886297,QCHM00000000.1,derived from single cell,na,,2162470,2162470,Prochlorococcus sp. AG-402-B19,,AG-402-B19,latest,Contig,Major,Full,2018/06/28,ASM327961v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/615/GCA_003279615.1_ASM327961v1,./genbank/bacteria/GCA_003279615.1/GCA_003279615.1_ASM327961v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279615.1_ASM327961v1_genomic.fna,GCA_003279615.1_ASM327961v1,False
1075,GCA_003279445.1,PRJNA445865,SAMN08886304,QCHT00000000.1,derived from single cell,na,,2162471,2162471,Prochlorococcus sp. AG-402-G10,,AG-402-G10,latest,Contig,Major,Full,2018/06/28,ASM327944v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/445/GCA_003279445.1_ASM327944v1,./genbank/bacteria/GCA_003279445.1/GCA_003279445.1_ASM327944v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279445.1_ASM327944v1_genomic.fna,GCA_003279445.1_ASM327944v1,False
1076,GCA_003279455.1,PRJNA445865,SAMN08886305,QCHU00000000.1,derived from single cell,na,,2162472,2162472,Prochlorococcus sp. AG-402-G19,,AG-402-G19,latest,Contig,Major,Full,2018/06/28,ASM327945v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/279/455/GCA_003279455.1_ASM327945v1,./genbank/bacteria/GCA_003279455.1/GCA_003279455.1_ASM327945v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003279455.1_ASM327945v1_genomic.fna,GCA_003279455.1_ASM327945v1,False
1077,GCA_003216455.1,PRJNA445865,SAMN08886332,QCIV00000000.1,derived from single cell,na,,2162473,2162473,Prochlorococcus sp. AG-402-N17,,AG-402-N17,latest,Contig,Major,Full,2018/06/12,ASM321645v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/216/455/GCA_003216455.1_ASM321645v1,./genbank/bacteria/GCA_003216455.1/GCA_003216455.1_ASM321645v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003216455.1_ASM321645v1_genomic.fna,GCA_003216455.1_ASM321645v1,False
1078,GCA_003215895.1,PRJNA445865,SAMN08886354,QCJR00000000.1,derived from single cell,na,,2162476,2162476,Prochlorococcus sp. AG-409-D14,,AG-409-D14,latest,Contig,Major,Full,2018/06/12,ASM321589v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/895/GCA_003215895.1_ASM321589v1,./genbank/bacteria/GCA_003215895.1/GCA_003215895.1_ASM321589v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215895.1_ASM321589v1_genomic.fna,GCA_003215895.1_ASM321589v1,False
1079,GCA_003215815.1,PRJNA445865,SAMN08886357,QCJU00000000.1,derived from single cell,na,,2162479,2162479,Prochlorococcus sp. AG-409-E23,,AG-409-E23,latest,Contig,Major,Full,2018/06/12,ASM321581v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/815/GCA_003215815.1_ASM321581v1,./genbank/bacteria/GCA_003215815.1/GCA_003215815.1_ASM321581v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215815.1_ASM321581v1_genomic.fna,GCA_003215815.1_ASM321581v1,False
1080,GCA_003215795.1,PRJNA445865,SAMN08886358,QCJV00000000.1,derived from single cell,na,,2162480,2162480,Prochlorococcus sp. AG-409-F19,,AG-409-F19,latest,Contig,Major,Full,2018/06/12,ASM321579v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/795/GCA_003215795.1_ASM321579v1,./genbank/bacteria/GCA_003215795.1/GCA_003215795.1_ASM321579v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215795.1_ASM321579v1_genomic.fna,GCA_003215795.1_ASM321579v1,False
1081,GCA_003215775.1,PRJNA445865,SAMN08886359,QCJW00000000.1,derived from single cell,na,,2162481,2162481,Prochlorococcus sp. AG-409-G20,,AG-409-G20,latest,Contig,Major,Full,2018/06/12,ASM321577v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/775/GCA_003215775.1_ASM321577v1,./genbank/bacteria/GCA_003215775.1/GCA_003215775.1_ASM321577v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215775.1_ASM321577v1_genomic.fna,GCA_003215775.1_ASM321577v1,False
1082,GCA_003215725.1,PRJNA445865,SAMN08886360,QCJX00000000.1,derived from single cell,na,,2162482,2162482,Prochlorococcus sp. AG-409-I11,,AG-409-I11,latest,Contig,Major,Full,2018/06/12,ASM321572v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/725/GCA_003215725.1_ASM321572v1,./genbank/bacteria/GCA_003215725.1/GCA_003215725.1_ASM321572v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215725.1_ASM321572v1_genomic.fna,GCA_003215725.1_ASM321572v1,False
1083,GCA_003215695.1,PRJNA445865,SAMN08886362,QCJZ00000000.1,derived from single cell,na,,2162484,2162484,Prochlorococcus sp. AG-409-J03,,AG-409-J03,latest,Contig,Major,Full,2018/06/12,ASM321569v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/695/GCA_003215695.1_ASM321569v1,./genbank/bacteria/GCA_003215695.1/GCA_003215695.1_ASM321569v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215695.1_ASM321569v1_genomic.fna,GCA_003215695.1_ASM321569v1,False
1084,GCA_003215655.1,PRJNA445865,SAMN08886364,QCKB00000000.1,derived from single cell,na,,2162486,2162486,Prochlorococcus sp. AG-409-J16,,AG-409-J16,latest,Contig,Major,Full,2018/06/12,ASM321565v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/655/GCA_003215655.1_ASM321565v1,./genbank/bacteria/GCA_003215655.1/GCA_003215655.1_ASM321565v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215655.1_ASM321565v1_genomic.fna,GCA_003215655.1_ASM321565v1,False
1085,GCA_003215635.1,PRJNA445865,SAMN08886365,QCKC00000000.1,derived from single cell,na,,2162487,2162487,Prochlorococcus sp. AG-409-J19,,AG-409-J19,latest,Contig,Major,Full,2018/06/12,ASM321563v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/635/GCA_003215635.1_ASM321563v1,./genbank/bacteria/GCA_003215635.1/GCA_003215635.1_ASM321563v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215635.1_ASM321563v1_genomic.fna,GCA_003215635.1_ASM321563v1,False
1086,GCA_003215555.1,PRJNA445865,SAMN08886367,QCKE00000000.1,derived from single cell,na,,2162489,2162489,Prochlorococcus sp. AG-409-K04,,AG-409-K04,latest,Contig,Major,Full,2018/06/12,ASM321555v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/555/GCA_003215555.1_ASM321555v1,./genbank/bacteria/GCA_003215555.1/GCA_003215555.1_ASM321555v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215555.1_ASM321555v1_genomic.fna,GCA_003215555.1_ASM321555v1,False
1087,GCA_003215545.1,PRJNA445865,SAMN08886368,QCKF00000000.1,derived from single cell,na,,2162490,2162490,Prochlorococcus sp. AG-409-L14,,AG-409-L14,latest,Contig,Major,Full,2018/06/12,ASM321554v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/545/GCA_003215545.1_ASM321554v1,./genbank/bacteria/GCA_003215545.1/GCA_003215545.1_ASM321554v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215545.1_ASM321554v1_genomic.fna,GCA_003215545.1_ASM321554v1,False
1088,GCA_003215535.1,PRJNA445865,SAMN08886369,QCKG00000000.1,derived from single cell,na,,2162491,2162491,Prochlorococcus sp. AG-409-L18,,AG-409-L18,latest,Contig,Major,Full,2018/06/12,ASM321553v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/535/GCA_003215535.1_ASM321553v1,./genbank/bacteria/GCA_003215535.1/GCA_003215535.1_ASM321553v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215535.1_ASM321553v1_genomic.fna,GCA_003215535.1_ASM321553v1,False
1089,GCA_003215475.1,PRJNA445865,SAMN08886370,QCKH00000000.1,derived from single cell,na,,2162492,2162492,Prochlorococcus sp. AG-409-L21,,AG-409-L21,latest,Contig,Major,Full,2018/06/12,ASM321547v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/215/475/GCA_003215475.1_ASM321547v1,./genbank/bacteria/GCA_003215475.1/GCA_003215475.1_ASM321547v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003215475.1_ASM321547v1_genomic.fna,GCA_003215475.1_ASM321547v1,False
1090,GCA_003214975.1,PRJNA445865,SAMN08886388,QCKZ00000000.1,derived from single cell,na,,2162493,2162493,Prochlorococcus sp. AG-412-C21,,AG-412-C21,latest,Contig,Major,Full,2018/06/12,ASM321497v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/975/GCA_003214975.1_ASM321497v1,./genbank/bacteria/GCA_003214975.1/GCA_003214975.1_ASM321497v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214975.1_ASM321497v1_genomic.fna,GCA_003214975.1_ASM321497v1,False
1091,GCA_003214935.1,PRJNA445865,SAMN08886389,QCLA00000000.1,derived from single cell,na,,2162494,2162494,Prochlorococcus sp. AG-412-F02,,AG-412-F02,latest,Contig,Major,Full,2018/06/12,ASM321493v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/935/GCA_003214935.1_ASM321493v1,./genbank/bacteria/GCA_003214935.1/GCA_003214935.1_ASM321493v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214935.1_ASM321493v1_genomic.fna,GCA_003214935.1_ASM321493v1,False
1092,GCA_003214875.1,PRJNA445865,SAMN08886390,QCLB00000000.1,derived from single cell,na,,2162495,2162495,Prochlorococcus sp. AG-412-G19,,AG-412-G19,latest,Contig,Major,Full,2018/06/12,ASM321487v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/875/GCA_003214875.1_ASM321487v1,./genbank/bacteria/GCA_003214875.1/GCA_003214875.1_ASM321487v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214875.1_ASM321487v1_genomic.fna,GCA_003214875.1_ASM321487v1,False
1093,GCA_003214855.1,PRJNA445865,SAMN08886391,QCLC00000000.1,derived from single cell,na,,2162496,2162496,Prochlorococcus sp. AG-412-I05,,AG-412-I05,latest,Contig,Major,Full,2018/06/12,ASM321485v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/855/GCA_003214855.1_ASM321485v1,./genbank/bacteria/GCA_003214855.1/GCA_003214855.1_ASM321485v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214855.1_ASM321485v1_genomic.fna,GCA_003214855.1_ASM321485v1,False
1094,GCA_003214835.1,PRJNA445865,SAMN08886392,QCLD00000000.1,derived from single cell,na,,2162497,2162497,Prochlorococcus sp. AG-412-I20,,AG-412-I20,latest,Contig,Major,Full,2018/06/12,ASM321483v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/835/GCA_003214835.1_ASM321483v1,./genbank/bacteria/GCA_003214835.1/GCA_003214835.1_ASM321483v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214835.1_ASM321483v1_genomic.fna,GCA_003214835.1_ASM321483v1,False
1095,GCA_003214815.1,PRJNA445865,SAMN08886393,QCLE00000000.1,derived from single cell,na,,2162498,2162498,Prochlorococcus sp. AG-412-J13,,AG-412-J13,latest,Contig,Major,Full,2018/06/12,ASM321481v1,Massachusetts Institute of Technology,na,na,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/214/815/GCA_003214815.1_ASM321481v1,./genbank/bacteria/GCA_003214815.1/GCA_003214815.1_ASM321481v1_genomic.gbff.gz,../data/ncbi/processing/genomic_fna/GCA_003214815.1_ASM321481v1_genomic.fna,GCA_003214815.1_ASM321481v1,False
