assembly_id	label	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_003215895.1_ASM321589v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-409-D14_Prochlorococcus_B_sp003215895_#_GCA_003215895.1	NA	137	137	54.58	0.00	132	Yes
GCA_003215935.1_ASM321593v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-409-D09_Prochlorococcus_sp._AG-409-D09_AG-409-D09_sp003215935_#_GCA_003215935.1	NA	162	162	64.54	0.00	156	Yes
GCA_003216035.1_ASM321603v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-409-B13_Prochlorococcus_sp._AG-409-B13_AG-409-B13_sp003216035_#_GCA_003216035.1	NA	168	167	66.93	0.40	159	Yes
GCA_003216075.1_ASM321607v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-409-B05_Prochlorococcus_sp._AG-409-B05_AG-409-B05_sp003216075_#_GCA_003216075.1	NA	210	210	83.67	0.00	205	Yes
GCA_003216135.1_ASM321613v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-409-A22_Prochlorococcus_A_sp003216135_#_GCA_003216135.1	NA	153	151	60.96	0.80	142	Yes
GCA_003216155.1_ASM321615v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-409-A19_Prochlorococcus_sp._AG-409-A19_AG-409-A19_sp003216155_#_GCA_003216155.1	NA	146	140	58.17	2.39	130	Yes
GCA_003216175.1_ASM321617v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-409-A10_Prochlorococcus_B_sp003216175_#_GCA_003216175.1	NA	206	204	82.07	0.80	196	Yes
GCA_003216275.1_ASM321627v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-P18_Prochlorococcus_B_sp003216275_#_GCA_003216275.1	NA	207	205	82.47	0.80	196	Yes
GCA_003216295.1_ASM321629v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-P16_Prochlorococcus_B_sp003216295_#_GCA_003216295.1	NA	195	195	77.69	0.00	189	Yes
GCA_003216355.1_ASM321635v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-N23_Prochlorococcus_A_sp003216355_#_GCA_003216355.1	NA	208	206	82.87	0.80	196	Yes
GCA_003216375.1_ASM321637v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-O21_Prochlorococcus_B_sp003216375_#_GCA_003216375.1	NA	223	222	88.84	0.80	214	Yes
GCA_003216415.1_ASM321641v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-O16_Prochlorococcus_A_sp003216415_#_GCA_003216415.1	NA	234	233	93.23	0.40	227	Yes
GCA_003216435.1_ASM321643v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-402-N21_Prochlorococcus_sp._AG-402-N21_AG-402-N21_sp003216435_#_GCA_003216435.1	NA	179	179	71.31	0.00	171	Yes
GCA_003216455.1_ASM321645v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-N17_Prochlorococcus_A_sp003216455_#_GCA_003216455.1	NA	174	171	69.32	1.20	166	Yes
GCA_003216465.1_ASM321646v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-N10_Prochlorococcus_A_sp003216465_#_GCA_003216465.1	NA	229	229	91.24	0.00	225	Yes
GCA_003216515.1_ASM321651v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-N09_Prochlorococcus_B_sp003216375_#_GCA_003216515.1	NA	182	180	72.51	0.80	174	Yes
GCA_003216535.1_ASM321653v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-N08_Prochlorococcus_A_sp003216535_#_GCA_003216535.1	NA	233	232	92.83	0.40	226	Yes
GCA_003216575.1_ASM321657v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-M23_Prochlorococcus_B_sp003216575_#_GCA_003216575.1	NA	195	194	77.69	0.40	183	Yes
GCA_003216595.1_ASM321659v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-M18_Prochlorococcus_B_sp003216595_#_GCA_003216595.1	NA	206	204	82.07	0.80	195	Yes
GCA_003216615.1_ASM321661v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-M15_Prochlorococcus_A_sp003216615_#_GCA_003216615.1	NA	238	236	94.82	0.80	227	Yes
GCA_003216635.1_ASM321663v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-L23_Prochlorococcus_A_sp003216635_#_GCA_003216635.1	NA	235	234	93.63	0.40	227	Yes
GCA_003216675.1_ASM321667v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-L20_Prochlorococcus_B_sp003216375_#_GCA_003216675.1	NA	223	221	88.84	0.80	211	Yes
GCA_003216715.1_ASM321671v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-L09_Prochlorococcus_B_sp003216715_#_GCA_003216715.1	NA	213	211	84.86	0.80	203	Yes
GCA_003216725.1_ASM321672v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-L18_Prochlorococcus_A_sp003216725_#_GCA_003216725.1	NA	203	202	80.88	0.40	198	Yes
GCA_003216755.1_ASM321675v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-K22_Prochlorococcus_A_sp003216755_#_GCA_003216755.1	NA	210	209	83.67	0.40	200	Yes
GCA_003216775.1_ASM321677v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-K21_Prochlorococcus_A_sp003216775_#_GCA_003216775.1	NA	237	236	94.42	0.40	230	Yes
GCA_003216795.1_ASM321679v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-K16_Prochlorococcus_A_sp003216795_#_GCA_003216795.1	NA	230	228	91.63	0.80	221	Yes
GCA_003216815.1_ASM321681v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-K14_Prochlorococcus_B_sp003216815_#_GCA_003216815.1	NA	206	204	82.07	0.80	198	Yes
GCA_003216835.1_ASM321683v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-K10_Prochlorococcus_A_sp003216835_#_GCA_003216835.1	NA	225	223	89.64	0.80	211	Yes
GCA_003216875.1_ASM321687v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-J18_Prochlorococcus_B_marinus_B_#_GCA_003216875.1	NA	170	168	67.73	0.80	165	Yes
GCA_003216895.1_ASM321689v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-K04_Prochlorococcus_B_sp003216895_#_GCA_003216895.1	NA	157	156	62.55	0.40	147	Yes
GCA_003216915.1_ASM321691v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-I23_Prochlorococcus_A_sp003216915_#_GCA_003216915.1	NA	202	201	80.48	0.40	196	Yes
GCA_003216935.1_ASM321693v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-I22_Prochlorococcus_B_sp003216375_#_GCA_003216935.1	NA	194	192	77.29	0.80	180	Yes
GCA_003216955.1_ASM321695v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-I21_Prochlorococcus_B_sp003216955_#_GCA_003216955.1	NA	225	225	89.64	0.00	217	Yes
GCA_003216975.1_ASM321697v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-I20_Prochlorococcus_B_sp003216975_#_GCA_003216975.1	NA	199	197	79.28	0.80	186	Yes
GCA_003216995.1_ASM321699v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-I05_Prochlorococcus_B_sp003279635_#_GCA_003216995.1	NA	211	209	84.06	0.80	202	Yes
GCA_003217005.1_ASM321700v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-G23_Prochlorococcus_A_sp002025865_#_GCA_003217005.1	NA	187	184	74.50	1.20	182	Yes
GCA_003217035.1_ASM321703v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_D_Prochlorococcus_sp._AG-402-G22_Prochlorococcus_D_sp003217035_#_GCA_003217035.1	NA	205	204	81.67	0.40	196	Yes
GCA_003226275.1_ASM322627v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-679-P16_Prochlorococcus_A_marinus_S_#_GCA_003226275.1	NA	143	142	56.97	0.40	134	Yes
GCA_003231495.1_AcaThom1.0_genomic_prodigal_proteins	c_Cyanobacteriia_o_Thermosynechococcales_f_Thermosynechococcaceae_g_RCC1774_RCC1774_sp003231495_RCC1774_#_GCA_003231495.1	NA	241	235	96.02	2.79	226	Yes
GCA_003241845.1_ASM324184v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Leptolyngbya_antarctica_Nodosilinea_antarctica_#_GCA_003241845.1	NA	237	232	94.42	1.99	218	Yes
GCA_003242035.1_ASM324203v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Phormidesmis_Leptolyngbya_foveolarum_Phormidesmis_foveolarum_#_GCA_003242035.1	NA	244	233	97.21	4.38	216	Yes
GCA_003242085.1_ASM324208v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Pseudanabaenales_f_Pseudanabaenaceae_g_Pseudanabaena_Pseudanabaena_frigida_Pseudanabaena_frigida_#_GCA_003242085.1	NA	237	231	94.42	2.39	217	Yes
GCA_003242115.1_ASM324211v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Phormidesmis_Phormidesmis_priestleyi_Phormidesmis_priestleyi_A_#_GCA_003242115.1	NA	229	217	91.24	5.18	196	Yes
GCA_003242125.1_ASM324212v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Phormidesmis_A_Phormidesmis_priestleyi_Phormidesmis_A_priestleyi_A_#_GCA_003242125.1	NA	240	239	95.62	0.40	234	Yes
GCA_003248995.1_ASM324899v1_genomic_prodigal_proteins	Regnicoccus_sp._ULC082bin1_#_GCA_003248995.1	NA	246	245	98.01	0.40	237	Yes
GCA_003249015.1_ASM324901v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Pseudanabaenales_f_Pseudanabaenaceae_g_Pseudanabaena_Pseudanabaena_sp._Pseudanabaena_sp003249015_#_GCA_003249015.1	NA	239	232	95.22	2.79	219	Yes
GCA_003249025.1_ASM324902v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_ULC077BIN1_Leptolyngbya_sp._ULC077BIN1_sp003249025_#_GCA_003249025.1	NA	242	237	96.41	1.99	224	Yes
GCA_003249035.1_ASM324903v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Pseudanabaenales_f_Pseudanabaenaceae_g_Pseudanabaena_Pseudanabaena_sp._Pseudanabaena_sp003249035_#_GCA_003249035.1	NA	228	216	90.84	5.18	202	Yes
GCA_003249045.1_ASM324904v1_genomic_prodigal_proteins	Regnicoccus_sp._ULC065bin1_#_GCA_003249045.1	NA	249	247	99.20	0.80	236	Yes
GCA_003249095.1_ASM324909v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Snowella_Snowella_sp._Snowella_sp003249095_#_GCA_003249095.1	NA	245	242	97.61	1.20	233	Yes
GCA_003249105.1_ASM324910v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Leptolyngbya_sp._Nodosilinea_sp003249105_#_GCA_003249105.1	NA	236	230	94.02	2.39	222	Yes
GCA_003249115.1_ASM324911v1_genomic_prodigal_proteins	Regnicoccus_sp._ULC084bin3_#_GCA_003249115.1	NA	245	245	97.61	0.00	233	Yes
GCA_003249155.1_ASM324915v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Leptolyngbya_sp._Nodosilinea_antarctica_#_GCA_003249155.1	NA	236	228	94.02	3.59	211	Yes
GCA_003261315.1_ASM326131v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Fischerella_Hapalosiphonaceae_cyanobacterium_JJU2_Fischerella_laminosus_#_GCA_003261315.1	NA	245	236	97.61	3.59	218	Yes
GCA_003268325.1_ASM326832v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Arthrospira_Arthrospira_maxima_O9.13F_#_GCA_003268325.1	NA	213	203	84.86	3.98	173	Yes
GCA_003277985.1_ASM327798v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-G06_Prochlorococcus_B_sp003277985_#_GCA_003277985.1	NA	206	204	82.07	0.80	199	Yes
GCA_003278005.1_ASM327800v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-B10_Prochlorococcus_B_sp003216375_#_GCA_003278005.1	NA	153	152	60.96	0.40	147	Yes
GCA_003278015.1_ASM327801v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-402-B03_Prochlorococcus_B_sp003216375_#_GCA_003278015.1	NA	222	220	88.45	0.80	213	Yes
GCA_003278045.1_ASM327804v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-402-A04_Prochlorococcus_A_sp003278045_#_GCA_003278045.1	NA	199	198	79.28	0.40	189	Yes
GCA_003278175.1_ASM327817v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-K07_Prochlorococcus_sp._AG-363-P15_AG-363-K07_sp003278175_#_GCA_003278175.1	NA	151	151	60.16	0.00	144	Yes
GCA_003278195.1_ASM327819v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-P08_Prochlorococcus_sp._AG-363-P08_AG-363-P08_sp003278195_#_GCA_003278195.1	NA	213	212	84.86	0.40	202	Yes
GCA_003278225.1_ASM327822v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-K07_Prochlorococcus_sp._AG-363-P01_AG-363-K07_sp003278225_#_GCA_003278225.1	NA	146	146	58.17	0.00	140	Yes
GCA_003278255.1_ASM327825v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-O15_Prochlorococcus_sp._AG-363-O15_AG-363-O15_sp003278255_#_GCA_003278255.1	NA	193	193	76.89	0.00	183	Yes
GCA_003278305.1_ASM327830v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-N16_Prochlorococcus_sp._AG-363-M21_AG-363-N16_sp003278305_#_GCA_003278305.1	NA	175	175	69.72	0.00	171	Yes
GCA_003278345.1_ASM327834v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-363-C02_Prochlorococcus_sp003278345_#_GCA_003278345.1	NA	192	190	76.49	0.80	182	Yes
GCA_003278365.1_ASM327836v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-P08_Prochlorococcus_sp._AG-363-M17_AG-363-P08_sp003278365_#_GCA_003278365.1	NA	157	157	62.55	0.00	146	Yes
GCA_003278425.1_ASM327842v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp._AG-363-B11_Prochlorococcus_sp003278425_#_GCA_003278425.1	NA	184	183	73.31	0.40	177	Yes
GCA_003278445.1_ASM327844v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_sp._AG-363-B05_Prochlorococcus_B_sp003278445_#_GCA_003278445.1	NA	165	165	65.74	0.00	159	Yes
GCA_003278465.1_ASM327846v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_AG-363-B04_Prochlorococcus_sp._AG-363-B04_AG-363-B04_sp003278465_#_GCA_003278465.1	NA	183	183	72.91	0.00	175	Yes
GCA_003278525.1_ASM327852v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-P16_Prochlorococcus_A_sp003278525_#_GCA_003278525.1	NA	217	216	86.45	0.40	207	Yes
GCA_003278535.1_ASM327853v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-N18_Prochlorococcus_A_sp003278535_#_GCA_003278535.1	NA	214	214	85.26	0.00	205	Yes
GCA_003278545.1_ASM327854v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-N16_Prochlorococcus_A_sp003278545_#_GCA_003278545.1	NA	230	229	91.63	0.40	222	Yes
GCA_003278585.1_ASM327858v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-N02_Prochlorococcus_A_sp000634735_#_GCA_003278585.1	NA	227	225	90.44	0.80	221	Yes
GCA_003278605.1_ASM327860v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-M02_Prochlorococcus_A_sp001989455_#_GCA_003278605.1	NA	223	223	88.84	0.00	218	Yes
GCA_003278625.1_ASM327862v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-K15_Prochlorococcus_A_sp003280995_#_GCA_003278625.1	NA	207	205	82.47	0.80	199	Yes
GCA_003278635.1_ASM327863v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-K13_Prochlorococcus_A_sp000635015_#_GCA_003278635.1	NA	172	171	68.53	0.80	161	Yes
GCA_003278665.1_ASM327866v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-K10_Prochlorococcus_A_sp003278685_#_GCA_003278665.1	NA	120	120	47.81	0.00	114	No
GCA_003278685.1_ASM327868v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-K03_Prochlorococcus_A_sp003278685_#_GCA_003278685.1	NA	206	206	82.07	0.00	195	Yes
GCA_003278705.1_ASM327870v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-J23_Prochlorococcus_A_sp003278705_#_GCA_003278705.1	NA	208	208	82.87	0.00	203	Yes
GCA_003278735.1_ASM327873v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-J09_Prochlorococcus_A_sp003278735_#_GCA_003278735.1	NA	224	223	89.24	0.40	218	Yes
GCA_003278765.1_ASM327876v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-G23_Prochlorococcus_A_sp003278765_#_GCA_003278765.1	NA	199	197	79.28	0.80	186	Yes
GCA_003278775.1_ASM327877v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-355-A02_Prochlorococcus_A_sp000634515_#_GCA_003278775.1	NA	148	147	58.96	0.40	140	Yes
GCA_003278845.1_ASM327884v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-O22_Prochlorococcus_A_sp003278845_#_GCA_003278845.1	NA	218	215	86.85	1.20	208	Yes
GCA_003278855.1_ASM327885v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-M23_Prochlorococcus_A_sp003278855_#_GCA_003278855.1	NA	218	217	86.85	0.40	210	Yes
GCA_003278875.1_ASM327887v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-L21_Prochlorococcus_A_sp003278875_#_GCA_003278875.1	NA	198	196	78.88	0.80	189	Yes
GCA_003278895.1_ASM327889v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-L19_Prochlorococcus_A_sp003278895_#_GCA_003278895.1	NA	208	206	82.87	0.80	200	Yes
GCA_003278925.1_ASM327892v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-L17_Prochlorococcus_A_sp003278925_#_GCA_003278925.1	NA	234	233	93.23	0.40	228	Yes
GCA_003278955.1_ASM327895v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-K10_Prochlorococcus_A_sp003278955_#_GCA_003278955.1	NA	203	203	80.88	0.00	196	Yes
GCA_003278965.1_ASM327896v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-J23_Prochlorococcus_A_sp003280995_#_GCA_003278965.1	NA	199	198	79.28	0.40	191	Yes
GCA_003279005.1_ASM327900v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-J22_Prochlorococcus_A_sp003279005_#_GCA_003279005.1	NA	215	213	85.66	0.80	206	Yes
GCA_003279015.1_ASM327901v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-J19_Prochlorococcus_A_sp003279015_#_GCA_003279015.1	NA	225	223	89.64	0.80	217	Yes
GCA_003279045.1_ASM327904v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-I23_Prochlorococcus_A_sp003281165_#_GCA_003279045.1	NA	158	157	62.95	0.40	152	Yes
GCA_003279055.1_ASM327905v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-I21_Prochlorococcus_A_sp003279055_#_GCA_003279055.1	NA	231	230	92.03	0.40	220	Yes
GCA_003279085.1_ASM327908v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-G18_Prochlorococcus_A_sp002026005_#_GCA_003279085.1	NA	224	222	89.24	0.80	219	Yes
GCA_003279105.1_ASM327910v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-I19_Prochlorococcus_A_sp003279105_#_GCA_003279105.1	NA	227	225	90.44	0.80	219	Yes
GCA_003279115.1_ASM327911v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_sp._AG-347-E03_Prochlorococcus_A_sp003279115_#_GCA_003279115.1	NA	210	209	83.67	0.40	203	Yes
